"Index","obs","Ncasos","Ncasos.low","Ncasos.up","NI","NI.low","NI.up","data"
2007-03-04,0,0.110773944474158,0.0115188433152672,0.388598882298606,10.42925,1,38,2007-03-04
2007-03-11,0,0.105619407493052,0.0112182828699401,0.354526742606909,9.9015,1,36,2007-03-11
2007-03-18,0,0.104947025358291,0.0109590395383066,0.356374650017223,9.8625,1,35,2007-03-18
2007-03-25,0,0.105497603267296,0.0114649146262769,0.356488742421375,9.8955,1,34.0246483364457,2007-03-25
2007-04-01,0,0.108432194141431,0.0117935162399737,0.359537686667554,10.1565,1,36,2007-04-01
2007-04-08,0,0.111742610529799,0.0124998774946785,0.375939526236665,10.47925,1,36,2007-04-08
2007-04-15,0,0.116712442281617,0.0138249612896771,0.375872785645906,10.98475,1,36,2007-04-15
2007-04-22,0,0.126675765527167,0.0151109737907628,0.409255909637293,11.88525,1,39,2007-04-22
2007-04-29,0,0.138523415232161,0.0186951600690333,0.433979456876194,12.957,2,42,2007-04-29
2007-05-06,1,0.153878781112331,0.0240093659550814,0.477365951196511,14.4015,2,47,2007-05-06
2007-05-13,0,0.134998743522883,0.0171402637278657,0.432376636360091,12.60975,2,42,2007-05-13
2007-05-20,0,0.121692697972216,0.0133927642468855,0.406097579995159,11.3575,1,39,2007-05-20
2007-05-27,0,0.113336128881425,0.0125526512522104,0.379832802194558,10.5805,1,36,2007-05-27
2007-06-03,0,0.105847197878558,0.0118090349580976,0.361502616978669,9.838,1,34,2007-06-03
2007-06-10,0,0.100128602880507,0.0112220441318693,0.349440511711196,9.3115,1,31,2007-06-10
2007-06-17,0,0.0966358640540561,0.0108904923609653,0.330793587568236,8.9875,1,32,2007-06-17
2007-06-24,0,0.0950473008529482,0.010788586883273,0.330435427051445,8.818,1,32,2007-06-24
2007-07-01,0,0.0922000684782383,0.0105496586581162,0.31656426402011,8.549,1,30,2007-07-01
2007-07-08,0,0.089572848281738,0.0112200502539512,0.316978027286989,8.32925,1,29.0245890435772,2007-07-08
2007-07-15,0,0.0878641031959202,0.0108934433692382,0.300849517553392,8.178,1,29,2007-07-15
2007-07-22,0,0.0875609887281287,0.0108936903404958,0.299015006422105,8.1245,1,28,2007-07-22
2007-07-29,0,0.0866696731609818,0.0106510423935506,0.310130045225408,8.0365,1,27,2007-07-29
2007-08-05,0,0.0864326146588856,0.0111647710192775,0.294833269900604,8.04,1,28,2007-08-05
2007-08-12,0,0.0847043352524728,0.0106512800535587,0.292004745340641,7.877,1,28,2007-08-12
2007-08-19,0,0.0841592477115689,0.010599887675182,0.28865312221767,7.8425,1,28,2007-08-19
2007-08-26,0,0.0831508307800193,0.010181550281044,0.280384026530804,7.726,1,26,2007-08-26
2007-09-02,0,0.0843219835625229,0.0102334614374903,0.296454680805979,7.815,1,27,2007-09-02
2007-09-09,0,0.0839494467566122,0.0103727165998523,0.28807209301424,7.77675,1,27,2007-09-09
2007-09-16,0,0.0842257925510171,0.0101706555651734,0.288764227589142,7.7875,1,27,2007-09-16
2007-09-23,0,0.0836148858391535,0.0103843231083015,0.295620602390402,7.74125,1,27,2007-09-23
2007-09-30,0,0.0837674327352768,0.0102496951838908,0.282721246201951,7.75225,1,27,2007-09-30
2007-10-07,0,0.0830180161738213,0.010144157171471,0.286492890482935,7.69275,1,27,2007-10-07
2007-10-14,0,0.0832821543462508,0.0100415875610782,0.285685977333341,7.7395,1,28,2007-10-14
2007-10-21,0,0.0837990699510967,0.0100719178351046,0.287982262937267,7.788,1,28,2007-10-21
2007-10-28,0,0.0856278351882797,0.0105417470728737,0.307023322855358,7.93175,1,28,2007-10-28
2007-11-04,0,0.0862019078561523,0.0108118991785752,0.302712244185551,7.96275,1,29,2007-11-04
2007-11-11,0,0.0870588204669116,0.0106319892984696,0.308333683019195,8.041,1,29,2007-11-11
2007-11-18,0,0.086930317407044,0.0104848416311971,0.294687475359361,8.0375,1,27,2007-11-18
2007-11-25,0,0.0882129397637712,0.0108542710006767,0.304713380400389,8.1645,1,28,2007-11-25
2007-12-02,0,0.0905670240035661,0.0106298138174994,0.316985490457224,8.4235,1,29,2007-12-02
2007-12-09,0,0.094689379723233,0.0106990826053785,0.332498883528213,8.737,1,31,2007-12-09
2007-12-16,0,0.0962729073768031,0.0108687030741179,0.327426499763462,8.9125,1,30,2007-12-16
2007-12-23,0,0.100233960684974,0.0116424780215255,0.338992900995156,9.2465,1,33,2007-12-23
2007-12-30,0,0.104586119120548,0.0112689700558958,0.355714557403588,9.6775,1,34,2007-12-30
2008-01-06,0,0.11263565975756,0.0121217349916531,0.378763643413174,10.44875,1,36,2008-01-06
2008-01-13,0,0.121762110196499,0.0136376771634635,0.392335476152821,11.30675,1,37,2008-01-13
2008-01-20,0,0.133377100661805,0.0163160273410351,0.441499419658131,12.39275,2,41,2008-01-20
2008-01-27,0,0.151423092939061,0.019587384212045,0.493855842858393,14.07025,2,47,2008-01-27
2008-02-03,0,0.173268864006066,0.0258022677988776,0.527722782084795,16.12825,2,51.024764069867,2008-02-03
2008-02-10,0,0.208645288600789,0.0341721579632709,0.620475901737642,19.3765,3,61,2008-02-10
2008-02-17,2,0.259936831933913,0.0488302840177273,0.756683541521058,24.1645,4,74,2008-02-17
